claim_id,claim_date,sale_id,repair_status
CL-41593,1/21/2024,OID-121851,Free Replaced
CL-41594,1/21/2024,OID-124610,Free Replaced
CL-41595,1/21/2024,OID-125088,Free Replaced
CL-41596,1/21/2024,OID-363460,Free Replaced
CL-41597,1/21/2024,OID-363511,Free Replaced
CL-41598,1/21/2024,OID-363598,Free Replaced
CL-41601,1/21/2024,OID-386382,Free Replaced
CL-41603,2/20/2024,OID-387212,Paid Repaired
CL-41604,11/18/2023,OID-387439,Warranty Void
CL-41605,10/25/2023,OID-387450,Warranty Void
CL-41606,8/12/2023,OID-387506,Warranty Void
CL-41607,6/19/2023,OID-493869,Warranty Void
CL-41608,1/22/2024,OID-59468,Free Replaced
CL-41609,1/22/2024,OID-59756,Free Replaced
CL-41610,1/22/2024,OID-70608,Free Replaced
CL-41611,1/22/2024,OID-70770,Free Replaced
CL-41612,1/22/2024,OID-77122,Free Replaced
CL-41613,1/22/2024,OID-77272,Free Replaced
CL-41614,1/22/2024,OID-59550,Free Replaced
CL-41615,1/22/2024,OID-59691,Free Replaced
CL-41616,1/22/2024,OID-62507,Free Replaced
CL-41617,1/22/2024,OID-63686,Free Replaced
CL-41618,1/22/2024,OID-65045,Free Replaced
CL-41619,1/22/2024,OID-66118,Free Replaced
CL-41620,1/22/2024,OID-69000,Free Replaced
CL-41621,1/22/2024,OID-70086,Free Replaced
CL-41622,1/22/2024,OID-70513,Free Replaced
CL-41623,1/22/2024,OID-72571,Free Replaced
CL-41624,1/22/2024,OID-73804,Free Replaced
CL-41625,1/22/2024,OID-74884,Free Replaced
CL-41626,1/22/2024,OID-77052,Free Replaced
CL-41627,1/22/2024,OID-77645,Free Replaced
CL-41628,1/22/2024,OID-77955,Free Replaced
CL-41629,1/22/2024,OID-85813,Free Replaced
CL-41630,1/22/2024,OID-87209,Free Replaced
CL-41631,1/22/2024,OID-94193,Free Replaced
CL-41632,1/22/2024,OID-98090,Free Replaced
CL-41633,1/22/2024,OID-100870,Free Replaced
CL-41634,1/22/2024,OID-101658,Free Replaced
CL-41635,1/22/2024,OID-104067,Free Replaced
CL-41636,1/22/2024,OID-85919,Free Replaced
CL-41637,1/22/2024,OID-86851,Free Replaced
CL-41638,1/22/2024,OID-87309,Free Replaced
CL-41639,1/22/2024,OID-88233,Free Replaced
CL-41640,1/22/2024,OID-90712,Free Replaced
CL-41641,1/22/2024,OID-90990,Free Replaced
CL-41642,1/22/2024,OID-91296,Free Replaced
CL-41643,1/22/2024,OID-93985,Free Replaced
CL-41644,1/22/2024,OID-94287,Free Replaced
CL-41645,1/22/2024,OID-95315,Free Replaced
CL-41646,1/22/2024,OID-95638,Free Replaced
CL-41647,1/22/2024,OID-99079,Free Replaced
CL-41648,1/22/2024,OID-100492,Free Replaced
CL-41649,1/22/2024,OID-102318,Free Replaced
CL-41650,1/22/2024,OID-102461,Free Replaced
CL-41651,1/22/2024,OID-103540,Free Replaced
CL-41652,1/22/2024,OID-120929,Free Replaced
CL-41653,1/22/2024,OID-121580,Free Replaced
CL-41654,1/22/2024,OID-125026,Free Replaced
CL-41655,1/22/2024,OID-131342,Free Replaced
CL-41656,1/22/2024,OID-113822,Free Replaced
CL-41657,1/22/2024,OID-114279,Free Replaced
CL-41658,1/22/2024,OID-114941,Free Replaced
CL-41659,1/22/2024,OID-118004,Free Replaced
CL-41660,1/22/2024,OID-118317,Free Replaced
CL-41661,1/22/2024,OID-118327,Free Replaced
CL-41662,1/22/2024,OID-118481,Free Replaced
CL-41663,1/22/2024,OID-119378,Free Replaced
CL-41664,1/22/2024,OID-120384,Free Replaced
CL-41665,1/22/2024,OID-120887,Free Replaced
CL-41666,1/22/2024,OID-121836,Free Replaced
CL-41667,1/22/2024,OID-124787,Free Replaced
CL-41668,1/22/2024,OID-125082,Free Replaced
CL-41669,1/22/2024,OID-363430,Free Replaced
CL-41670,1/22/2024,OID-363465,Free Replaced
CL-41671,1/22/2024,OID-363586,Free Replaced
CL-41672,1/22/2024,OID-374834,Free Replaced
CL-41674,7/2/2023,OID-387275,Warranty Void
CL-41675,11/20/2023,OID-451288,Warranty Void
CL-41676,1/23/2024,OID-59441,Free Replaced
CL-41677,1/23/2024,OID-61962,Free Replaced
CL-41678,1/23/2024,OID-69230,Free Replaced
CL-41679,1/23/2024,OID-70422,Free Replaced
CL-41680,1/23/2024,OID-72775,Free Replaced
CL-41681,1/23/2024,OID-72917,Free Replaced
CL-41682,1/23/2024,OID-76819,Free Replaced
CL-41683,1/23/2024,OID-60006,Free Replaced
CL-41684,1/23/2024,OID-60501,Free Replaced
CL-41685,1/23/2024,OID-62504,Free Replaced
CL-41686,1/23/2024,OID-62817,Free Replaced
CL-41687,1/23/2024,OID-71775,Free Replaced
CL-41688,1/23/2024,OID-72709,Free Replaced
CL-41689,1/23/2024,OID-73471,Free Replaced
CL-41690,1/23/2024,OID-76140,Free Replaced
CL-41691,1/23/2024,OID-87996,Free Replaced
CL-41692,1/23/2024,OID-89714,Free Replaced
CL-41693,1/23/2024,OID-91070,Free Replaced
CL-41694,1/23/2024,OID-91203,Free Replaced
CL-41695,1/23/2024,OID-101029,Free Replaced
CL-41696,1/23/2024,OID-90992,Free Replaced
CL-41697,1/23/2024,OID-91620,Free Replaced
CL-41698,1/23/2024,OID-92877,Free Replaced
CL-41699,1/23/2024,OID-92890,Free Replaced
CL-41700,1/23/2024,OID-94299,Free Replaced
CL-41701,1/23/2024,OID-96102,Free Replaced
CL-41702,1/23/2024,OID-96107,Free Replaced
CL-41703,1/23/2024,OID-97839,Free Replaced
CL-41704,1/23/2024,OID-98170,Free Replaced
CL-41705,1/23/2024,OID-102465,Free Replaced
CL-41706,1/23/2024,OID-102473,Free Replaced
CL-41707,1/23/2024,OID-104594,Free Replaced
CL-41708,1/23/2024,OID-126688,Free Replaced
CL-41709,1/23/2024,OID-126940,Free Replaced
CL-41710,1/23/2024,OID-131531,Free Replaced
CL-41711,1/23/2024,OID-113528,Free Replaced
CL-41712,1/23/2024,OID-113673,Free Replaced
CL-41713,1/23/2024,OID-113678,Free Replaced
CL-41714,1/23/2024,OID-115082,Free Replaced
CL-41715,1/23/2024,OID-116201,Free Replaced
CL-41716,1/23/2024,OID-119368,Free Replaced
CL-41717,1/23/2024,OID-122273,Free Replaced
CL-41718,1/23/2024,OID-122424,Free Replaced
CL-41719,1/23/2024,OID-122728,Free Replaced
CL-41720,1/23/2024,OID-386394,Free Replaced
CL-41721,1/23/2024,OID-386467,Free Replaced
CL-41722,1/22/2024,OID-387151,Paid Repaired
CL-41723,5/19/2023,OID-387614,Warranty Void
CL-41724,11/2/2023,OID-451881,Warranty Void
CL-41725,11/12/2023,OID-452008,Warranty Void
CL-41726,5/31/2023,OID-494331,Warranty Void
CL-41727,1/24/2024,OID-63998,Free Replaced
CL-41728,1/24/2024,OID-65104,Free Replaced
CL-41729,1/24/2024,OID-61133,Free Replaced
CL-41730,1/24/2024,OID-61290,Free Replaced
CL-41731,1/24/2024,OID-61910,Free Replaced
CL-41732,1/24/2024,OID-66289,Free Replaced
CL-41733,1/24/2024,OID-66624,Free Replaced
CL-41734,1/24/2024,OID-67231,Free Replaced
CL-41735,1/24/2024,OID-67238,Free Replaced
CL-41736,1/24/2024,OID-67899,Free Replaced
CL-41737,1/24/2024,OID-70216,Free Replaced
CL-41738,1/24/2024,OID-72256,Free Replaced
CL-41739,1/24/2024,OID-72725,Free Replaced
CL-41740,1/24/2024,OID-73011,Free Replaced
CL-41741,1/24/2024,OID-73157,Free Replaced
CL-41742,1/24/2024,OID-73949,Free Replaced
CL-41743,1/24/2024,OID-74591,Free Replaced
CL-41744,1/24/2024,OID-74593,Free Replaced
CL-41745,1/24/2024,OID-74897,Free Replaced
CL-41746,1/24/2024,OID-75526,Free Replaced
CL-41747,1/24/2024,OID-75673,Free Replaced
CL-41748,1/24/2024,OID-76145,Free Replaced
CL-41749,1/24/2024,OID-76568,Free Replaced
CL-41750,1/24/2024,OID-88760,Free Replaced
CL-41751,1/24/2024,OID-93113,Free Replaced
CL-41752,1/24/2024,OID-86998,Free Replaced
CL-41753,1/24/2024,OID-87917,Free Replaced
CL-41754,1/24/2024,OID-89788,Free Replaced
CL-41755,1/24/2024,OID-90235,Free Replaced
CL-41756,1/24/2024,OID-91778,Free Replaced
CL-41757,1/24/2024,OID-93828,Free Replaced
CL-41758,1/24/2024,OID-94136,Free Replaced
CL-41759,1/24/2024,OID-94286,Free Replaced
CL-41760,1/24/2024,OID-94901,Free Replaced
CL-41761,1/24/2024,OID-95474,Free Replaced
CL-41762,1/24/2024,OID-96260,Free Replaced
CL-41763,1/24/2024,OID-96713,Free Replaced
CL-41764,1/24/2024,OID-98502,Free Replaced
CL-41765,1/24/2024,OID-100490,Free Replaced
CL-41766,1/24/2024,OID-100813,Free Replaced
CL-41767,1/24/2024,OID-102036,Free Replaced
CL-41768,1/24/2024,OID-103834,Free Replaced
CL-41769,1/24/2024,OID-104603,Free Replaced
CL-41770,1/24/2024,OID-128152,Free Replaced
CL-41771,1/24/2024,OID-112853,Free Replaced
CL-41772,1/24/2024,OID-113339,Free Replaced
CL-41773,1/24/2024,OID-114798,Free Replaced
CL-41774,1/24/2024,OID-114939,Free Replaced
CL-41775,1/24/2024,OID-115236,Free Replaced
CL-41776,1/24/2024,OID-117556,Free Replaced
CL-41777,1/24/2024,OID-118006,Free Replaced
CL-41778,1/24/2024,OID-118018,Free Replaced
CL-41779,1/24/2024,OID-118161,Free Replaced
CL-41780,1/24/2024,OID-119705,Free Replaced
CL-41781,1/24/2024,OID-120198,Free Replaced
CL-41782,1/24/2024,OID-363669,Free Replaced
CL-41783,1/24/2024,OID-374847,Free Replaced
CL-41785,12/15/2023,OID-387116,Warranty Void
CL-41786,11/27/2023,OID-387259,Warranty Void
CL-41787,12/2/2023,OID-472504,Warranty Void
CL-41788,7/23/2023,OID-493983,Warranty Void
CL-41789,1/25/2024,OID-59222,Free Replaced
CL-41790,1/25/2024,OID-60497,Free Replaced
CL-41791,1/25/2024,OID-62937,Free Replaced
CL-41792,1/25/2024,OID-63399,Free Replaced
CL-41793,1/25/2024,OID-64281,Free Replaced
CL-41794,1/25/2024,OID-70508,Free Replaced
CL-41795,1/25/2024,OID-71627,Free Replaced
CL-41796,1/25/2024,OID-72577,Free Replaced
CL-41797,1/25/2024,OID-74287,Free Replaced
CL-41798,1/25/2024,OID-74895,Free Replaced
CL-41799,1/25/2024,OID-75676,Free Replaced
CL-41800,1/25/2024,OID-75835,Free Replaced
CL-41801,1/25/2024,OID-77959,Free Replaced
CL-41802,1/25/2024,OID-87694,Free Replaced
CL-41803,1/25/2024,OID-88926,Free Replaced
CL-41804,1/25/2024,OID-91695,Free Replaced
CL-41805,1/25/2024,OID-101644,Free Replaced
CL-41806,1/25/2024,OID-101949,Free Replaced
CL-41807,1/25/2024,OID-87471,Free Replaced
CL-41808,1/25/2024,OID-88566,Free Replaced
CL-41809,1/25/2024,OID-88705,Free Replaced
CL-41810,1/25/2024,OID-89330,Free Replaced
CL-41811,1/25/2024,OID-91435,Free Replaced
CL-41812,1/25/2024,OID-91934,Free Replaced
CL-41813,1/25/2024,OID-94148,Free Replaced
CL-41814,1/25/2024,OID-94596,Free Replaced
CL-41815,1/25/2024,OID-94609,Free Replaced
CL-41816,1/25/2024,OID-97025,Free Replaced
CL-41817,1/25/2024,OID-97842,Free Replaced
CL-41818,1/25/2024,OID-98174,Free Replaced
CL-41819,1/25/2024,OID-99089,Free Replaced
CL-41820,1/25/2024,OID-100500,Free Replaced
CL-41821,1/25/2024,OID-101106,Free Replaced
CL-41822,1/25/2024,OID-113911,Free Replaced
CL-41823,1/25/2024,OID-115472,Free Replaced
CL-41824,1/25/2024,OID-120108,Free Replaced
CL-41825,1/25/2024,OID-120423,Free Replaced
CL-41826,1/25/2024,OID-113039,Free Replaced
CL-41827,1/25/2024,OID-115744,Free Replaced
CL-41828,1/25/2024,OID-116797,Free Replaced
CL-41829,1/25/2024,OID-117558,Free Replaced
CL-41830,1/25/2024,OID-121204,Free Replaced
CL-41831,1/25/2024,OID-121683,Free Replaced
CL-41832,1/25/2024,OID-123032,Free Replaced
CL-41833,1/25/2024,OID-123500,Free Replaced
CL-41834,1/25/2024,OID-124790,Free Replaced
CL-41835,1/25/2024,OID-363622,Free Replaced
CL-41836,1/25/2024,OID-374974,Free Replaced
CL-41837,1/25/2024,OID-375063,Free Replaced
CL-41838,1/25/2024,OID-386501,Free Replaced
CL-41839,10/2/2023,OID-387170,Warranty Void
CL-41840,7/14/2023,OID-387542,Warranty Void
CL-41841,8/19/2023,OID-387621,Warranty Void
CL-41842,8/10/2023,OID-493580,Warranty Void
CL-41843,1/26/2024,OID-71081,Free Replaced
CL-41844,1/26/2024,OID-71394,Free Replaced
CL-41845,1/26/2024,OID-72017,Free Replaced
CL-41846,1/26/2024,OID-74191,Free Replaced
CL-41847,1/26/2024,OID-62815,Free Replaced
CL-41848,1/26/2024,OID-63387,Free Replaced
CL-41849,1/26/2024,OID-65360,Free Replaced
CL-41850,1/26/2024,OID-66627,Free Replaced
CL-41851,1/26/2024,OID-69169,Free Replaced
CL-41852,1/26/2024,OID-75517,Free Replaced
CL-41853,1/26/2024,OID-78246,Free Replaced
CL-41854,1/26/2024,OID-89258,Free Replaced
CL-41855,1/26/2024,OID-95372,Free Replaced
CL-41856,1/26/2024,OID-85733,Free Replaced
CL-41857,1/26/2024,OID-86694,Free Replaced
CL-41858,1/26/2024,OID-87759,Free Replaced
CL-41859,1/26/2024,OID-88245,Free Replaced
CL-41860,1/26/2024,OID-89016,Free Replaced
CL-41861,1/26/2024,OID-89179,Free Replaced
CL-41862,1/26/2024,OID-90081,Free Replaced
CL-41863,1/26/2024,OID-90236,Free Replaced
CL-41864,1/26/2024,OID-90866,Free Replaced
CL-41865,1/26/2024,OID-92413,Free Replaced
CL-41866,1/26/2024,OID-96417,Free Replaced
CL-41867,1/26/2024,OID-96554,Free Replaced
CL-41868,1/26/2024,OID-97668,Free Replaced
CL-41869,1/26/2024,OID-98193,Free Replaced
CL-41870,1/26/2024,OID-100022,Free Replaced
CL-41871,1/26/2024,OID-100348,Free Replaced
CL-41872,1/26/2024,OID-102163,Free Replaced
CL-41873,1/26/2024,OID-102923,Free Replaced
CL-41874,1/26/2024,OID-103072,Free Replaced
CL-41875,1/26/2024,OID-103995,Free Replaced
CL-41876,1/26/2024,OID-104585,Free Replaced
CL-41877,1/26/2024,OID-113889,Free Replaced
CL-41878,1/26/2024,OID-116575,Free Replaced
CL-41879,1/26/2024,OID-131677,Free Replaced
CL-41880,1/26/2024,OID-112540,Free Replaced
CL-41881,1/26/2024,OID-112856,Free Replaced
CL-41882,1/26/2024,OID-113022,Free Replaced
CL-41883,1/26/2024,OID-113972,Free Replaced
CL-41884,1/26/2024,OID-113988,Free Replaced
CL-41885,1/26/2024,OID-115566,Free Replaced
CL-41886,1/26/2024,OID-116659,Free Replaced
CL-41887,1/26/2024,OID-117135,Free Replaced
CL-41888,1/26/2024,OID-117830,Free Replaced
CL-41889,1/26/2024,OID-119872,Free Replaced
CL-41890,1/26/2024,OID-120528,Free Replaced
CL-41891,1/26/2024,OID-122001,Free Replaced
CL-41892,1/26/2024,OID-123674,Free Replaced
CL-41893,1/26/2024,OID-363654,Free Replaced
CL-41894,1/26/2024,OID-363676,Free Replaced
CL-41895,1/26/2024,OID-374826,Free Replaced
CL-41896,1/26/2024,OID-375068,Free Replaced
CL-41897,1/26/2024,OID-386296,Free Replaced
CL-41898,1/26/2024,OID-386445,Free Replaced
CL-41899,1/26/2024,OID-386549,Free Replaced
CL-41900,12/21/2023,OID-387328,Paid Repaired
CL-41901,8/28/2023,OID-387343,Warranty Void
CL-41902,10/7/2023,OID-387436,Warranty Void
CL-41903,1/1/2024,OID-387481,Paid Repaired
CL-41904,12/16/2023,OID-387551,Paid Repaired
CL-41905,6/27/2023,OID-450864,Warranty Void
CL-41906,1/27/2024,OID-75125,Free Replaced
CL-41907,1/27/2024,OID-61435,Free Replaced
CL-41908,1/27/2024,OID-61733,Free Replaced
CL-41909,1/27/2024,OID-62215,Free Replaced
CL-41910,1/27/2024,OID-62936,Free Replaced
CL-41911,1/27/2024,OID-67563,Free Replaced
CL-41912,1/27/2024,OID-71164,Free Replaced
CL-41913,1/27/2024,OID-71176,Free Replaced
CL-41914,1/27/2024,OID-72721,Free Replaced
CL-41915,1/27/2024,OID-73469,Free Replaced
CL-41916,1/27/2024,OID-73470,Free Replaced
CL-41917,1/27/2024,OID-74734,Free Replaced
CL-41918,1/27/2024,OID-77640,Free Replaced
CL-41919,1/27/2024,OID-86772,Free Replaced
CL-41920,1/27/2024,OID-101165,Free Replaced
CL-41921,1/27/2024,OID-101789,Free Replaced
CL-41922,1/27/2024,OID-85899,Free Replaced
CL-41923,1/27/2024,OID-86853,Free Replaced
CL-41924,1/27/2024,OID-87466,Free Replaced
CL-41925,1/27/2024,OID-89482,Free Replaced
CL-41926,1/27/2024,OID-92395,Free Replaced
CL-41927,1/27/2024,OID-92558,Free Replaced
CL-41928,1/27/2024,OID-92886,Free Replaced
CL-41929,1/27/2024,OID-94750,Free Replaced
CL-41930,1/27/2024,OID-96092,Free Replaced
CL-41931,1/27/2024,OID-97040,Free Replaced
CL-41932,1/27/2024,OID-98952,Free Replaced
CL-41933,1/27/2024,OID-102631,Free Replaced
CL-41934,1/27/2024,OID-103681,Free Replaced
CL-41935,1/27/2024,OID-104288,Free Replaced
CL-41936,1/27/2024,OID-115630,Free Replaced
CL-41937,1/27/2024,OID-120080,Free Replaced
CL-41938,1/27/2024,OID-120082,Free Replaced
CL-41939,1/27/2024,OID-121258,Free Replaced
CL-41940,1/27/2024,OID-121906,Free Replaced
CL-41941,1/27/2024,OID-125760,Free Replaced
CL-41942,1/27/2024,OID-127504,Free Replaced
CL-41943,1/27/2024,OID-127657,Free Replaced
CL-41944,1/27/2024,OID-131040,Free Replaced
CL-41945,1/27/2024,OID-131201,Free Replaced
CL-41946,1/27/2024,OID-131532,Free Replaced
CL-41947,1/27/2024,OID-112843,Free Replaced
CL-41948,1/27/2024,OID-117702,Free Replaced
CL-41949,1/27/2024,OID-119366,Free Replaced
CL-41950,1/27/2024,OID-121195,Free Replaced
CL-41951,1/27/2024,OID-121682,Free Replaced
CL-41952,1/27/2024,OID-122149,Free Replaced
CL-41953,1/27/2024,OID-374979,Free Replaced
CL-41954,1/27/2024,OID-375008,Free Replaced
CL-41955,1/27/2024,OID-386498,Free Replaced
CL-41956,1/27/2024,OID-386504,Free Replaced
CL-41957,1/27/2024,OID-386506,Free Replaced
CL-41958,2/17/2024,OID-387051,Paid Repaired
CL-41959,2/8/2024,OID-387227,Paid Repaired
CL-41960,9/8/2023,OID-387496,Warranty Void
CL-41961,11/2/2023,OID-450773,Warranty Void
CL-41962,12/28/2023,OID-514996,Paid Repaired
CL-41963,1/28/2024,OID-62879,Free Replaced
CL-41964,1/28/2024,OID-66204,Free Replaced
CL-41965,1/28/2024,OID-68097,Free Replaced
CL-41966,1/28/2024,OID-71541,Free Replaced
CL-41967,1/28/2024,OID-76820,Free Replaced
CL-41968,1/28/2024,OID-60007,Free Replaced
CL-41969,1/28/2024,OID-61887,Free Replaced
CL-41970,1/28/2024,OID-62051,Free Replaced
CL-41971,1/28/2024,OID-62208,Free Replaced
CL-41972,1/28/2024,OID-62514,Free Replaced
CL-41973,1/28/2024,OID-66458,Free Replaced
CL-41974,1/28/2024,OID-70694,Free Replaced
CL-41975,1/28/2024,OID-70855,Free Replaced
CL-41976,1/28/2024,OID-71638,Free Replaced
CL-41977,1/28/2024,OID-72254,Free Replaced
CL-41978,1/28/2024,OID-73315,Free Replaced
CL-41979,1/28/2024,OID-74105,Free Replaced
CL-41980,1/28/2024,OID-75374,Free Replaced
CL-41981,1/28/2024,OID-75384,Free Replaced
CL-41982,1/28/2024,OID-90316,Free Replaced
CL-41983,1/28/2024,OID-92293,Free Replaced
CL-41984,1/28/2024,OID-87297,Free Replaced
CL-41985,1/28/2024,OID-87461,Free Replaced
CL-41986,1/28/2024,OID-87757,Free Replaced
CL-41987,1/28/2024,OID-88081,Free Replaced
CL-41988,1/28/2024,OID-89780,Free Replaced
CL-41989,1/28/2024,OID-91299,Free Replaced
CL-41990,1/28/2024,OID-94599,Free Replaced
CL-41991,1/28/2024,OID-95640,Free Replaced
CL-41992,1/28/2024,OID-98636,Free Replaced
CL-41993,1/28/2024,OID-99102,Free Replaced
CL-41994,1/28/2024,OID-100357,Free Replaced
CL-41995,1/28/2024,OID-100955,Free Replaced
CL-41996,1/28/2024,OID-101252,Free Replaced
CL-41997,1/28/2024,OID-101733,Free Replaced
CL-41998,1/28/2024,OID-102157,Free Replaced
CL-41999,1/28/2024,OID-103410,Free Replaced
CL-42000,1/28/2024,OID-103984,Free Replaced
CL-42001,1/28/2024,OID-123591,Free Replaced
CL-42002,1/28/2024,OID-113981,Free Replaced
CL-42003,1/28/2024,OID-115903,Free Replaced
CL-42004,1/28/2024,OID-116055,Free Replaced
CL-42005,1/28/2024,OID-116347,Free Replaced
CL-42006,1/28/2024,OID-118329,Free Replaced
CL-42007,1/28/2024,OID-120374,Free Replaced
CL-42008,1/28/2024,OID-124450,Free Replaced
CL-42009,1/28/2024,OID-374913,Free Replaced
CL-42010,1/28/2024,OID-375032,Free Replaced
CL-42011,1/28/2024,OID-375045,Free Replaced
CL-42012,1/28/2024,OID-375069,Free Replaced
CL-42013,1/28/2024,OID-386331,Free Replaced
CL-42014,1/28/2024,OID-386540,Free Replaced
CL-42015,2/3/2024,OID-387353,Paid Repaired
CL-42016,10/2/2023,OID-492765,Warranty Void
CL-42017,1/29/2024,OID-59595,Free Replaced
CL-42018,1/29/2024,OID-67446,Free Replaced
CL-42019,1/29/2024,OID-68407,Free Replaced
CL-42020,1/29/2024,OID-59383,Free Replaced
CL-42021,1/29/2024,OID-59991,Free Replaced
CL-42022,1/29/2024,OID-60001,Free Replaced
CL-42023,1/29/2024,OID-61444,Free Replaced
CL-42024,1/29/2024,OID-62516,Free Replaced
CL-42025,1/29/2024,OID-63237,Free Replaced
CL-42026,1/29/2024,OID-65826,Free Replaced
CL-42027,1/29/2024,OID-65978,Free Replaced
CL-42028,1/29/2024,OID-68051,Free Replaced
CL-42029,1/29/2024,OID-71030,Free Replaced
CL-42030,1/29/2024,OID-73486,Free Replaced
CL-42031,1/29/2024,OID-74426,Free Replaced
CL-42032,1/29/2024,OID-75053,Free Replaced
CL-42033,1/29/2024,OID-75670,Free Replaced
CL-42034,1/29/2024,OID-76728,Free Replaced
CL-42035,1/29/2024,OID-77361,Free Replaced
CL-42036,1/29/2024,OID-77627,Free Replaced
CL-42037,1/29/2024,OID-86113,Free Replaced
CL-42038,1/29/2024,OID-88924,Free Replaced
CL-42039,1/29/2024,OID-97233,Free Replaced
CL-42040,1/29/2024,OID-102982,Free Replaced
CL-42041,1/29/2024,OID-88572,Free Replaced
CL-42042,1/29/2024,OID-89324,Free Replaced
CL-42043,1/29/2024,OID-89649,Free Replaced
CL-42044,1/29/2024,OID-90704,Free Replaced
CL-42045,1/29/2024,OID-91444,Free Replaced
CL-42046,1/29/2024,OID-91625,Free Replaced
CL-42047,1/29/2024,OID-91776,Free Replaced
CL-42048,1/29/2024,OID-92396,Free Replaced
CL-42049,1/29/2024,OID-94888,Free Replaced
CL-42050,1/29/2024,OID-95777,Free Replaced
CL-42051,1/29/2024,OID-95791,Free Replaced
CL-42052,1/29/2024,OID-97669,Free Replaced
CL-42053,1/29/2024,OID-100487,Free Replaced
CL-42054,1/29/2024,OID-103081,Free Replaced
CL-42055,1/29/2024,OID-121579,Free Replaced
CL-42056,1/29/2024,OID-127809,Free Replaced
CL-42057,1/29/2024,OID-113815,Free Replaced
CL-42058,1/29/2024,OID-114155,Free Replaced
CL-42059,1/29/2024,OID-116798,Free Replaced
CL-42060,1/29/2024,OID-117851,Free Replaced
CL-42061,1/29/2024,OID-118153,Free Replaced
CL-42062,1/29/2024,OID-120214,Free Replaced
CL-42063,1/29/2024,OID-120367,Free Replaced
CL-42064,1/29/2024,OID-121520,Free Replaced
CL-42065,1/29/2024,OID-123197,Free Replaced
CL-42066,1/29/2024,OID-124436,Free Replaced
CL-42067,1/29/2024,OID-363606,Free Replaced
CL-42068,1/29/2024,OID-363628,Free Replaced
CL-42069,1/29/2024,OID-386294,Free Replaced
CL-42070,1/29/2024,OID-386322,Free Replaced
CL-42071,1/29/2024,OID-386343,Free Replaced
CL-42072,1/29/2024,OID-386384,Free Replaced
CL-42073,1/29/2024,OID-386536,Free Replaced
CL-42074,1/29/2024,OID-386554,Free Replaced
CL-42075,2/3/2024,OID-387104,Paid Repaired
CL-42076,9/5/2023,OID-387110,Warranty Void
CL-42077,11/4/2023,OID-387155,Warranty Void
CL-42078,1/30/2024,OID-60379,Free Replaced
CL-42079,1/30/2024,OID-63014,Free Replaced
CL-42080,1/30/2024,OID-63618,Free Replaced
CL-42081,1/30/2024,OID-69695,Free Replaced
CL-42082,1/30/2024,OID-73064,Free Replaced
CL-42083,1/30/2024,OID-61132,Free Replaced
CL-42084,1/30/2024,OID-62213,Free Replaced
CL-42085,1/30/2024,OID-64130,Free Replaced
CL-42086,1/30/2024,OID-64401,Free Replaced
CL-42087,1/30/2024,OID-65515,Free Replaced
CL-42088,1/30/2024,OID-69938,Free Replaced
CL-42089,1/30/2024,OID-70215,Free Replaced
CL-42090,1/30/2024,OID-72572,Free Replaced
CL-42091,1/30/2024,OID-74594,Free Replaced
CL-42092,1/30/2024,OID-91206,Free Replaced
CL-42093,1/30/2024,OID-94967,Free Replaced
CL-42094,1/30/2024,OID-95396,Free Replaced
CL-42095,1/30/2024,OID-96641,Free Replaced
CL-42096,1/30/2024,OID-96796,Free Replaced
CL-42097,1/30/2024,OID-99001,Free Replaced
CL-42098,1/30/2024,OID-102224,Free Replaced
CL-42099,1/30/2024,OID-103613,Free Replaced
CL-42100,1/30/2024,OID-88569,Free Replaced
CL-42101,1/30/2024,OID-89637,Free Replaced
CL-42102,1/30/2024,OID-91005,Free Replaced
CL-42103,1/30/2024,OID-93821,Free Replaced
CL-42104,1/30/2024,OID-96411,Free Replaced
CL-42105,1/30/2024,OID-96723,Free Replaced
CL-42106,1/30/2024,OID-98003,Free Replaced
CL-42107,1/30/2024,OID-99708,Free Replaced
CL-42108,1/30/2024,OID-100967,Free Replaced
CL-42109,1/30/2024,OID-101406,Free Replaced
CL-42110,1/30/2024,OID-101730,Free Replaced
CL-42111,1/30/2024,OID-102770,Free Replaced
CL-42112,1/30/2024,OID-103979,Free Replaced
CL-42113,1/30/2024,OID-123270,Free Replaced
CL-42114,1/30/2024,OID-124696,Free Replaced
CL-42115,1/30/2024,OID-125758,Free Replaced
CL-42116,1/30/2024,OID-126517,Free Replaced
CL-42117,1/30/2024,OID-127482,Free Replaced
CL-42118,1/30/2024,OID-129506,Free Replaced
CL-42119,1/30/2024,OID-112682,Free Replaced
CL-42120,1/30/2024,OID-113525,Free Replaced
CL-42121,1/30/2024,OID-113979,Free Replaced
CL-42122,1/30/2024,OID-114471,Free Replaced
CL-42123,1/30/2024,OID-116195,Free Replaced
CL-42124,1/30/2024,OID-117692,Free Replaced
CL-42125,1/30/2024,OID-118627,Free Replaced
CL-42126,1/30/2024,OID-118931,Free Replaced
CL-42127,1/30/2024,OID-119542,Free Replaced
CL-42128,1/30/2024,OID-374801,Free Replaced
CL-42129,1/30/2024,OID-374844,Free Replaced
CL-42130,1/30/2024,OID-386315,Free Replaced
CL-42131,9/19/2023,OID-387059,Warranty Void
CL-42132,9/8/2023,OID-387092,Warranty Void
CL-42133,7/11/2023,OID-515562,Warranty Void
CL-42134,1/31/2024,OID-66986,Free Replaced
